item_id,order_id,product_id,quantity,unit_price,discount
71,ORD500049,PRD0007,2,40.48,0
72,ORD500049,PRD0001,1,603.04,0
73,ORD500050,PRD0011,2,514.44,0.2
74,ORD500050,PRD0020,2,61.78,0
75,ORD500050,PRD0029,1,120.17,0
76,ORD500051,PRD0033,1,19.22,0.1
77,ORD500052,PRD0039,3,301.61,0
78,ORD500053,PRD0030,1,75.43,0.25
79,ORD500054,PRD0042,1,190.66,0
80,ORD500055,PRD0011,3,514.44,0
81,ORD500056,PRD0010,1,249.37,0
82,ORD500056,PRD0014,2,230.34,0
83,ORD500057,PRD0035,2,6.99,0.15
84,ORD500058,PRD0003,1,395.02,0.15
85,ORD500059,PRD0031,1,51.37,0
86,ORD500059,PRD0014,1,230.34,0
87,ORD500060,PRD0030,2,75.43,0
88,ORD500061,PRD0039,1,301.61,0
89,ORD500062,PRD0018,1,181.28,0
90,ORD500062,PRD0018,1,181.28,0
91,ORD500062,PRD0020,2,61.78,0.2
92,ORD500063,PRD0003,1,395.02,0.1
93,ORD500064,PRD0044,1,92.65,0.25
94,ORD500065,PRD0007,1,40.48,0
95,ORD500066,PRD0010,1,249.37,0
96,ORD500067,PRD0030,1,75.43,0
97,ORD500067,PRD0032,1,55.38,0
98,ORD500067,PRD0039,1,301.61,0
99,ORD500068,PRD0016,1,101.17,0
100,ORD500069,PRD0022,2,27.77,0
101,ORD500070,PRD0037,1,323.55,0
102,ORD500070,PRD0007,3,40.48,0
103,ORD500071,PRD0018,3,181.28,0.1
104,ORD500071,PRD0044,1,92.65,0.2
105,ORD500072,PRD0035,1,6.99,0
106,ORD500073,PRD0020,2,61.78,0.1
107,ORD500073,PRD0020,1,61.78,0
108,ORD500074,PRD0040,1,389.96,0
109,ORD500074,PRD0029,2,120.17,0.1
110,ORD500074,PRD0040,1,389.96,0
111,ORD500075,PRD0011,1,514.44,0.15
112,ORD500076,PRD0027,1,119.31,0
113,ORD500077,PRD0007,1,40.48,0
114,ORD500078,PRD0036,1,63.41,0
115,ORD500079,PRD0031,1,51.37,0.15
116,ORD500080,PRD0025,1,57.65,0
117,ORD500080,PRD0029,1,120.17,0
118,ORD500081,PRD0031,1,51.37,0.2
119,ORD500082,PRD0012,1,436.2,0.25
120,ORD500083,PRD0007,2,40.48,0
121,ORD500083,PRD0014,3,230.34,0
122,ORD500084,PRD0042,1,190.66,0.1
123,ORD500085,PRD0028,1,47.66,0
124,ORD500085,PRD0032,1,55.38,0
125,ORD500085,PRD0044,1,92.65,0
126,ORD500086,PRD0011,1,514.44,0
127,ORD500086,PRD0033,1,19.22,0.15
128,ORD500086,PRD0028,2,47.66,0
129,ORD500086,PRD0002,1,582.77,0
130,ORD500087,PRD0020,2,61.78,0
131,ORD500088,PRD0035,1,6.99,0.15
132,ORD500089,PRD0017,1,147.48,0.2
133,ORD500089,PRD0028,1,47.66,0
134,ORD500089,PRD0011,1,514.44,0
135,ORD500090,PRD0007,3,40.48,0
136,ORD500090,PRD0007,1,40.48,0.1
137,ORD500091,PRD0012,1,436.2,0.1
138,ORD500092,PRD0037,1,323.55,0.1
139,ORD500092,PRD0040,2,389.96,0
140,ORD500092,PRD0013,3,291.51,0
141,ORD500093,PRD0022,1,27.77,0.1
142,ORD500093,PRD0011,1,514.44,0
143,ORD500093,PRD0015,1,175.89,0
144,ORD500094,PRD0020,3,61.78,0
145,ORD500095,PRD0028,1,47.66,0.1
146,ORD500095,PRD0010,1,249.37,0.25
147,ORD500096,PRD0032,1,55.38,0.1
148,ORD500097,PRD0041,2,83.78,0
149,ORD500098,PRD0014,3,230.34,0.1
150,ORD500099,PRD0022,2,27.77,0.2
151,ORD500100,PRD0023,1,17.37,0
152,ORD500101,PRD0014,1,230.34,0
153,ORD500102,PRD0041,1,83.78,0
154,ORD500102,PRD0036,1,63.41,0
155,ORD500103,PRD0020,2,61.78,0
156,ORD500104,PRD0026,1,51.81,0
157,ORD500105,PRD0032,3,55.38,0
158,ORD500105,PRD0017,3,147.48,0
159,ORD500105,PRD0033,1,19.22,0
160,ORD500106,PRD0014,1,230.34,0
161,ORD500106,PRD0008,1,468.76,0.15
162,ORD500107,PRD0011,1,514.44,0.15
163,ORD500107,PRD0019,1,196.29,0
164,ORD500108,PRD0029,2,120.17,0.25
165,ORD500109,PRD0043,1,373.96,0.1
166,ORD500110,PRD0035,1,6.99,0.1
167,ORD500110,PRD0020,1,61.78,0
168,ORD500110,PRD0011,1,514.44,0
169,ORD500111,PRD0020,2,61.78,0
170,ORD500111,PRD0026,1,51.81,0
171,ORD500112,PRD0040,1,389.96,0.1
172,ORD500112,PRD0014,2,230.34,0
173,ORD500113,PRD0026,1,51.81,0.1
174,ORD500114,PRD0040,1,389.96,0
175,ORD500115,PRD0014,1,230.34,0.2
176,ORD500115,PRD0041,1,83.78,0.1
177,ORD500115,PRD0015,1,175.89,0.15
178,ORD500115,PRD0014,1,230.34,0.15
179,ORD500116,PRD0037,1,323.55,0
180,ORD500117,PRD0014,1,230.34,0.25
181,ORD500117,PRD0019,3,196.29,0
182,ORD500117,PRD0007,1,40.48,0
183,ORD500118,PRD0031,1,51.37,0
184,ORD500118,PRD0035,2,6.99,0
185,ORD500119,PRD0028,1,47.66,0.1
186,ORD500120,PRD0009,1,345.4,0.1
187,ORD500121,PRD0031,1,51.37,0.1
188,ORD500121,PRD0037,2,323.55,0.2
189,ORD500121,PRD0039,1,301.61,0
190,ORD500122,PRD0040,2,389.96,0
191,ORD500122,PRD0020,1,61.78,0
192,ORD500123,PRD0040,1,389.96,0
193,ORD500123,PRD0030,1,75.43,0
194,ORD500124,PRD0031,1,51.37,0
195,ORD500125,PRD0025,1,57.65,0
196,ORD500125,PRD0020,2,61.78,0
197,ORD500126,PRD0008,1,468.76,0.2
198,ORD500127,PRD0035,1,6.99,0
199,ORD500127,PRD0031,1,51.37,0
200,ORD500127,PRD0040,2,389.96,0
201,ORD500128,PRD0007,1,40.48,0.1
202,ORD500128,PRD0011,1,514.44,0.2
203,ORD500129,PRD0014,2,230.34,0
204,ORD500130,PRD0044,2,92.65,0
205,ORD500130,PRD0014,1,230.34,0
206,ORD500131,PRD0031,3,51.37,0
207,ORD500132,PRD0044,1,92.65,0.1
208,ORD500133,PRD0013,3,291.51,0
209,ORD500133,PRD0035,1,6.99,0.2
210,ORD500134,PRD0028,1,47.66,0
211,ORD500134,PRD0010,1,249.37,0
212,ORD500134,PRD0021,1,246.6,0
213,ORD500134,PRD0016,1,101.17,0
214,ORD500135,PRD0037,1,323.55,0.25
215,ORD500135,PRD0033,1,19.22,0
216,ORD500136,PRD0016,1,101.17,0
217,ORD500136,PRD0035,1,6.99,0
218,ORD500136,PRD0020,2,61.78,0
219,ORD500137,PRD0030,1,75.43,0.2
220,ORD500137,PRD0040,1,389.96,0
221,ORD500137,PRD0020,2,61.78,0
222,ORD500138,PRD0033,1,19.22,0
223,ORD500138,PRD0031,1,51.37,0.1
224,ORD500139,PRD0006,1,163.15,0
225,ORD500139,PRD0012,1,436.2,0
226,ORD500139,PRD0033,1,19.22,0.1
227,ORD500140,PRD0030,1,75.43,0.15
228,ORD500140,PRD0019,1,196.29,0
229,ORD500141,PRD0003,2,395.02,0
230,ORD500142,PRD0039,1,301.61,0.1
231,ORD500143,PRD0036,1,63.41,0
232,ORD500144,PRD0037,1,323.55,0.25
233,ORD500144,PRD0041,1,83.78,0
234,ORD500144,PRD0013,1,291.51,0
235,ORD500145,PRD0028,1,47.66,0
236,ORD500146,PRD0039,1,301.61,0.1
237,ORD500146,PRD0043,1,373.96,0.15
238,ORD500146,PRD0001,2,603.04,0.1
239,ORD500147,PRD0015,1,175.89,0
240,ORD500148,PRD0017,2,147.48,0.1
241,ORD500149,PRD0033,1,19.22,0.1
242,ORD500149,PRD0020,1,61.78,0
243,ORD500150,PRD0018,1,181.28,0.2
244,ORD500151,PRD0016,2,101.17,0.15
245,ORD500151,PRD0030,1,75.43,0
246,ORD500152,PRD0030,1,75.43,0
247,ORD500152,PRD0011,1,514.44,0
248,ORD500153,PRD0035,1,6.99,0
249,ORD500154,PRD0020,2,61.78,0
250,ORD500155,PRD0031,1,51.37,0.15
251,ORD500155,PRD0036,2,63.41,0.15
252,ORD500156,PRD0009,1,345.4,0
253,ORD500156,PRD0011,2,514.44,0
254,ORD500156,PRD0026,2,51.81,0.1
255,ORD500157,PRD0019,1,196.29,0
256,ORD500157,PRD0040,1,389.96,0
257,ORD500158,PRD0030,1,75.43,0.15
258,ORD500159,PRD0040,2,389.96,0.2
259,ORD500160,PRD0023,2,17.37,0.1
260,ORD500160,PRD0020,2,61.78,0
261,ORD500161,PRD0020,2,61.78,0
262,ORD500161,PRD0032,2,55.38,0
263,ORD500162,PRD0036,2,63.41,0
264,ORD500162,PRD0013,1,291.51,0
265,ORD500162,PRD0015,1,175.89,0
266,ORD500163,PRD0039,1,301.61,0
267,ORD500164,PRD0036,3,63.41,0
268,ORD500165,PRD0035,1,6.99,0.1
269,ORD500165,PRD0014,2,230.34,0.15
270,ORD500166,PRD0013,1,291.51,0.25
271,ORD500166,PRD0044,2,92.65,0
272,ORD500167,PRD0014,3,230.34,0
273,ORD500168,PRD0027,1,119.31,0.25
274,ORD500169,PRD0032,1,55.38,0
275,ORD500170,PRD0019,1,196.29,0
276,ORD500171,PRD0018,1,181.28,0.1
277,ORD500172,PRD0014,2,230.34,0.1
278,ORD500173,PRD0020,1,61.78,0.1
279,ORD500174,PRD0011,1,514.44,0.1
280,ORD500174,PRD0022,1,27.77,0.1
281,ORD500175,PRD0020,2,61.78,0.2
282,ORD500176,PRD0007,3,40.48,0
283,ORD500177,PRD0036,1,63.41,0
284,ORD500178,PRD0018,1,181.28,0.1
285,ORD500178,PRD0017,2,147.48,0
286,ORD500179,PRD0013,2,291.51,0.1
287,ORD500180,PRD0031,2,51.37,0.25
288,ORD500180,PRD0031,2,51.37,0
289,ORD500181,PRD0037,2,323.55,0
290,ORD500182,PRD0031,1,51.37,0.25
291,ORD500183,PRD0037,2,323.55,0
292,ORD500183,PRD0015,2,175.89,0
293,ORD500184,PRD0015,1,175.89,0.1
294,ORD500185,PRD0011,1,514.44,0
295,ORD500186,PRD0033,1,19.22,0
296,ORD500187,PRD0013,1,291.51,0.15
297,ORD500187,PRD0040,1,389.96,0.15
298,ORD500187,PRD0009,3,345.4,0
299,ORD500188,PRD0016,1,101.17,0.1
300,ORD500189,PRD0007,1,40.48,0.1
301,ORD500190,PRD0006,1,163.15,0
302,ORD500190,PRD0031,1,51.37,0
303,ORD500190,PRD0039,1,301.61,0
304,ORD500191,PRD0035,1,6.99,0
305,ORD500192,PRD0040,1,389.96,0
306,ORD500193,PRD0014,1,230.34,0
307,ORD500194,PRD0041,1,83.78,0.2
308,ORD500195,PRD0040,1,389.96,0.15
309,ORD500196,PRD0007,1,40.48,0.15
310,ORD500197,PRD0037,1,323.55,0
311,ORD500197,PRD0025,1,57.65,0
312,ORD500197,PRD0041,1,83.78,0
313,ORD500198,PRD0015,2,175.89,0
314,ORD500199,PRD0018,1,181.28,0
315,ORD500200,PRD0031,3,51.37,0
316,ORD500201,PRD0040,1,389.96,0
317,ORD500202,PRD0021,1,246.6,0
318,ORD500203,PRD0023,1,17.37,0
319,ORD500204,PRD0020,1,61.78,0
320,ORD500204,PRD0041,1,83.78,0
321,ORD500205,PRD0041,1,83.78,0
322,ORD500206,PRD0024,1,91.05,0
323,ORD500206,PRD0035,1,6.99,0
324,ORD500207,PRD0008,2,468.76,0
325,ORD500207,PRD0040,2,389.96,0.15
326,ORD500208,PRD0004,1,356.31,0
327,ORD500208,PRD0033,1,19.22,0
328,ORD500209,PRD0031,1,51.37,0.25
329,ORD500209,PRD0038,1,219.13,0
330,ORD500209,PRD0011,1,514.44,0
331,ORD500210,PRD0016,2,101.17,0
332,ORD500210,PRD0039,1,301.61,0.15
333,ORD500211,PRD0035,1,6.99,0
334,ORD500212,PRD0038,1,219.13,0
335,ORD500213,PRD0031,1,51.37,0
336,ORD500214,PRD0019,3,196.29,0.15
337,ORD500215,PRD0007,1,40.48,0.2
338,ORD500215,PRD0010,1,249.37,0.1
339,ORD500216,PRD0011,2,514.44,0
340,ORD500216,PRD0013,2,291.51,0
341,ORD500217,PRD0028,3,47.66,0
342,ORD500217,PRD0035,1,6.99,0
343,ORD500217,PRD0014,1,230.34,0
344,ORD500218,PRD0016,1,101.17,0.1
345,ORD500219,PRD0041,3,83.78,0
346,ORD500219,PRD0031,1,51.37,0.15
347,ORD500220,PRD0007,1,40.48,0
348,ORD500220,PRD0019,1,196.29,0.25
349,ORD500221,PRD0040,1,389.96,0.15
350,ORD500222,PRD0040,1,389.96,0
351,ORD500222,PRD0023,1,17.37,0.15
352,ORD500222,PRD0029,1,120.17,0
353,ORD500223,PRD0014,1,230.34,0
354,ORD500224,PRD0001,2,603.04,0
355,ORD500225,PRD0012,1,436.2,0.1
356,ORD500226,PRD0030,1,75.43,0
357,ORD500227,PRD0023,1,17.37,0
358,ORD500227,PRD0026,1,51.81,0.2
359,ORD500228,PRD0019,2,196.29,0
360,ORD500228,PRD0013,2,291.51,0
361,ORD500228,PRD0036,2,63.41,0
362,ORD500229,PRD0006,1,163.15,0
363,ORD500229,PRD0011,1,514.44,0
364,ORD500230,PRD0036,1,63.41,0
365,ORD500231,PRD0032,1,55.38,0
366,ORD500232,PRD0008,1,468.76,0.1
367,ORD500232,PRD0039,3,301.61,0.1
368,ORD500233,PRD0018,2,181.28,0.1
369,ORD500234,PRD0001,1,603.04,0
370,ORD500234,PRD0039,1,301.61,0
371,ORD500235,PRD0035,1,6.99,0.1
372,ORD500236,PRD0040,1,389.96,0.2
373,ORD500237,PRD0042,1,190.66,0
374,ORD500237,PRD0013,1,291.51,0
375,ORD500238,PRD0037,2,323.55,0
376,ORD500239,PRD0031,1,51.37,0
377,ORD500239,PRD0016,1,101.17,0
378,ORD500240,PRD0035,1,6.99,0
379,ORD500241,PRD0031,1,51.37,0
380,ORD500241,PRD0030,1,75.43,0
381,ORD500242,PRD0005,1,145.0,0
382,ORD500242,PRD0009,2,345.4,0
383,ORD500243,PRD0015,1,175.89,0
384,ORD500243,PRD0013,1,291.51,0
385,ORD500243,PRD0029,3,120.17,0.15
386,ORD500243,PRD0011,2,514.44,0
387,ORD500244,PRD0035,1,6.99,0
388,ORD500244,PRD0037,1,323.55,0
389,ORD500245,PRD0009,1,345.4,0
390,ORD500245,PRD0019,1,196.29,0.1
391,ORD500246,PRD0041,3,83.78,0
392,ORD500247,PRD0010,1,249.37,0.1
393,ORD500248,PRD0041,1,83.78,0
394,ORD500248,PRD0039,3,301.61,0
395,ORD500249,PRD0035,1,6.99,0
396,ORD500249,PRD0007,1,40.48,0
397,ORD500249,PRD0006,2,163.15,0
398,ORD500250,PRD0015,3,175.89,0
399,ORD500250,PRD0031,2,51.37,0.1
400,ORD500251,PRD0012,2,436.2,0
401,ORD500252,PRD0041,1,83.78,0.15
402,ORD500253,PRD0031,1,51.37,0
403,ORD500254,PRD0016,2,101.17,0
404,ORD500254,PRD0004,1,356.31,0
405,ORD500254,PRD0024,1,91.05,0.15
406,ORD500254,PRD0017,2,147.48,0
407,ORD500255,PRD0032,1,55.38,0
408,ORD500255,PRD0021,1,246.6,0.25
409,ORD500255,PRD0028,1,47.66,0.25
410,ORD500256,PRD0014,2,230.34,0.1
411,ORD500256,PRD0028,3,47.66,0
412,ORD500256,PRD0041,1,83.78,0.1
413,ORD500257,PRD0009,1,345.4,0
414,ORD500258,PRD0043,1,373.96,0.2
415,ORD500258,PRD0033,1,19.22,0.1
416,ORD500259,PRD0011,1,514.44,0
417,ORD500260,PRD0007,1,40.48,0.1
418,ORD500260,PRD0011,1,514.44,0
419,ORD500260,PRD0041,1,83.78,0.15
420,ORD500261,PRD0042,1,190.66,0.25
421,ORD500261,PRD0037,2,323.55,0
422,ORD500261,PRD0028,3,47.66,0.15
423,ORD500262,PRD0020,1,61.78,0
424,ORD500262,PRD0020,1,61.78,0.1
425,ORD500262,PRD0010,1,249.37,0
426,ORD500263,PRD0018,3,181.28,0
427,ORD500263,PRD0015,1,175.89,0
428,ORD500263,PRD0020,1,61.78,0
429,ORD500264,PRD0041,1,83.78,0.15
430,ORD500264,PRD0020,1,61.78,0
431,ORD500265,PRD0007,1,40.48,0.15
432,ORD500266,PRD0014,1,230.34,0.1
433,ORD500266,PRD0027,1,119.31,0
434,ORD500267,PRD0004,1,356.31,0
435,ORD500268,PRD0013,1,291.51,0
436,ORD500268,PRD0007,3,40.48,0
437,ORD500269,PRD0008,1,468.76,0
438,ORD500270,PRD0020,1,61.78,0
439,ORD500271,PRD0018,1,181.28,0
440,ORD500272,PRD0018,2,181.28,0.2
441,ORD500272,PRD0018,1,181.28,0
442,ORD500272,PRD0007,1,40.48,0
443,ORD500273,PRD0020,1,61.78,0
444,ORD500274,PRD0035,1,6.99,0
445,ORD500274,PRD0003,2,395.02,0
446,ORD500275,PRD0035,1,6.99,0
447,ORD500276,PRD0011,1,514.44,0.15
448,ORD500276,PRD0003,3,395.02,0
449,ORD500276,PRD0011,2,514.44,0
450,ORD500276,PRD0024,2,91.05,0
451,ORD500277,PRD0040,3,389.96,0.1
452,ORD500277,PRD0030,2,75.43,0.1
453,ORD500277,PRD0042,1,190.66,0.25
454,ORD500278,PRD0002,1,582.77,0
455,ORD500279,PRD0039,1,301.61,0
456,ORD500279,PRD0020,1,61.78,0
457,ORD500280,PRD0007,1,40.48,0
458,ORD500280,PRD0030,1,75.43,0
459,ORD500281,PRD0010,1,249.37,0.25
460,ORD500281,PRD0019,1,196.29,0
461,ORD500281,PRD0039,1,301.61,0
462,ORD500282,PRD0003,1,395.02,0
463,ORD500283,PRD0026,1,51.81,0.1
464,ORD500284,PRD0030,1,75.43,0
465,ORD500284,PRD0025,1,57.65,0.2
466,ORD500285,PRD0011,1,514.44,0.1
467,ORD500285,PRD0033,1,19.22,0.25
468,ORD500286,PRD0041,2,83.78,0.25
469,ORD500286,PRD0015,1,175.89,0.1
470,ORD500286,PRD0003,1,395.02,0.1
471,ORD500287,PRD0020,1,61.78,0
472,ORD500288,PRD0030,1,75.43,0.1
473,ORD500288,PRD0003,2,395.02,0
474,ORD500289,PRD0009,3,345.4,0
475,ORD500289,PRD0013,1,291.51,0
476,ORD500289,PRD0010,2,249.37,0
477,ORD500290,PRD0015,1,175.89,0
478,ORD500291,PRD0019,1,196.29,0
479,ORD500291,PRD0012,1,436.2,0
480,ORD500292,PRD0011,1,514.44,0
481,ORD500293,PRD0002,1,582.77,0
482,ORD500294,PRD0008,3,468.76,0.2
483,ORD500294,PRD0031,1,51.37,0.15
484,ORD500294,PRD0008,1,468.76,0
485,ORD500295,PRD0014,1,230.34,0.25
486,ORD500295,PRD0017,1,147.48,0.1
487,ORD500296,PRD0031,1,51.37,0
488,ORD500296,PRD0016,2,101.17,0
489,ORD500296,PRD0010,1,249.37,0
490,ORD500297,PRD0013,2,291.51,0.25
491,ORD500298,PRD0036,2,63.41,0
492,ORD500299,PRD0003,1,395.02,0.2
493,ORD500299,PRD0035,1,6.99,0.2
494,ORD500300,PRD0026,1,51.81,0.2
495,ORD500300,PRD0039,2,301.61,0
496,ORD500301,PRD0032,1,55.38,0
497,ORD500302,PRD0020,1,61.78,0.15
498,ORD500302,PRD0011,3,514.44,0.1
499,ORD500302,PRD0010,1,249.37,0
500,ORD500303,PRD0003,1,395.02,0
501,ORD500303,PRD0039,1,301.61,0
502,ORD500304,PRD0011,1,514.44,0
503,ORD500304,PRD0035,1,6.99,0.25
504,ORD500304,PRD0020,1,61.78,0
505,ORD500305,PRD0010,2,249.37,0
506,ORD500305,PRD0037,1,323.55,0
507,ORD500306,PRD0030,2,75.43,0
508,ORD500306,PRD0016,1,101.17,0.1
509,ORD500307,PRD0036,1,63.41,0
510,ORD500307,PRD0040,1,389.96,0.25
511,ORD500307,PRD0035,1,6.99,0.1
512,ORD500307,PRD0041,1,83.78,0.25
513,ORD500308,PRD0009,2,345.4,0.15
514,ORD500308,PRD0020,1,61.78,0.15
515,ORD500309,PRD0024,1,91.05,0
516,ORD500309,PRD0014,1,230.34,0.15
517,ORD500309,PRD0014,1,230.34,0
518,ORD500309,PRD0008,2,468.76,0.2
519,ORD500310,PRD0008,1,468.76,0
520,ORD500310,PRD0037,2,323.55,0
521,ORD500311,PRD0043,1,373.96,0
522,ORD500311,PRD0042,1,190.66,0
523,ORD500311,PRD0019,1,196.29,0
524,ORD500311,PRD0039,1,301.61,0
525,ORD500312,PRD0011,1,514.44,0
526,ORD500313,PRD0039,3,301.61,0
527,ORD500313,PRD0039,1,301.61,0.2
528,ORD500313,PRD0017,1,147.48,0.25
529,ORD500313,PRD0007,3,40.48,0.25
530,ORD500314,PRD0011,2,514.44,0.1
531,ORD500315,PRD0041,2,83.78,0
532,ORD500316,PRD0019,2,196.29,0
533,ORD500316,PRD0032,1,55.38,0
534,ORD500317,PRD0042,1,190.66,0.25
535,ORD500317,PRD0004,2,356.31,0
536,ORD500318,PRD0014,1,230.34,0
537,ORD500318,PRD0031,1,51.37,0.2
538,ORD500319,PRD0010,1,249.37,0.2
539,ORD500319,PRD0011,1,514.44,0
540,ORD500319,PRD0041,1,83.78,0.1
541,ORD500320,PRD0011,1,514.44,0
542,ORD500320,PRD0014,1,230.34,0
543,ORD500321,PRD0040,2,389.96,0.2
544,ORD500321,PRD0034,2,9.75,0
545,ORD500322,PRD0037,1,323.55,0
546,ORD500322,PRD0041,2,83.78,0.15
547,ORD500322,PRD0011,3,514.44,0
548,ORD500323,PRD0020,2,61.78,0
549,ORD500323,PRD0013,1,291.51,0.2
550,ORD500324,PRD0003,1,395.02,0
551,ORD500324,PRD0009,1,345.4,0
552,ORD500324,PRD0035,2,6.99,0.15
553,ORD500325,PRD0040,2,389.96,0
554,ORD500326,PRD0027,3,119.31,0.1
555,ORD500326,PRD0026,1,51.81,0
556,ORD500327,PRD0013,1,291.51,0.1
557,ORD500327,PRD0003,1,395.02,0.15
558,ORD500327,PRD0003,1,395.02,0
559,ORD500328,PRD0035,2,6.99,0
560,ORD500329,PRD0032,1,55.38,0.15
561,ORD500330,PRD0009,2,345.4,0
562,ORD500330,PRD0018,2,181.28,0
563,ORD500330,PRD0039,2,301.61,0.1
564,ORD500331,PRD0005,1,145.0,0
565,ORD500331,PRD0041,1,83.78,0.15
566,ORD500331,PRD0026,2,51.81,0.15
567,ORD500331,PRD0014,1,230.34,0
568,ORD500332,PRD0036,1,63.41,0
569,ORD500332,PRD0020,1,61.78,0.15
570,ORD500333,PRD0039,2,301.61,0.1
571,ORD500334,PRD0039,2,301.61,0.15
572,ORD500335,PRD0030,1,75.43,0
573,ORD500336,PRD0008,2,468.76,0.15
574,ORD500336,PRD0005,1,145.0,0.15
575,ORD500337,PRD0010,2,249.37,0
576,ORD500337,PRD0016,1,101.17,0.25
577,ORD500338,PRD0026,1,51.81,0.2
578,ORD500338,PRD0042,1,190.66,0.1
579,ORD500338,PRD0044,1,92.65,0
580,ORD500339,PRD0004,1,356.31,0
581,ORD500340,PRD0011,1,514.44,0
582,ORD500340,PRD0031,1,51.37,0
583,ORD500340,PRD0007,1,40.48,0
584,ORD500341,PRD0003,1,395.02,0
585,ORD500341,PRD0007,2,40.48,0
586,ORD500341,PRD0010,2,249.37,0
587,ORD500341,PRD0014,3,230.34,0
588,ORD500342,PRD0037,1,323.55,0.25
589,ORD500343,PRD0042,1,190.66,0
590,ORD500343,PRD0031,2,51.37,0.1
591,ORD500343,PRD0036,2,63.41,0.1
592,ORD500344,PRD0019,2,196.29,0
593,ORD500345,PRD0010,1,249.37,0
594,ORD500345,PRD0036,2,63.41,0
595,ORD500345,PRD0019,1,196.29,0.1
596,ORD500346,PRD0019,1,196.29,0.15
597,ORD500347,PRD0031,1,51.37,0
598,ORD500348,PRD0002,1,582.77,0
599,ORD500349,PRD0016,1,101.17,0
600,ORD500350,PRD0018,1,181.28,0
601,ORD500350,PRD0009,1,345.4,0
602,ORD500351,PRD0014,1,230.34,0
603,ORD500351,PRD0039,1,301.61,0
604,ORD500352,PRD0032,3,55.38,0
605,ORD500353,PRD0019,1,196.29,0
606,ORD500353,PRD0009,2,345.4,0.15
607,ORD500353,PRD0014,1,230.34,0.15
608,ORD500354,PRD0011,2,514.44,0
609,ORD500355,PRD0012,1,436.2,0
610,ORD500356,PRD0003,1,395.02,0.15
611,ORD500356,PRD0017,3,147.48,0
612,ORD500357,PRD0039,1,301.61,0.1
613,ORD500357,PRD0039,1,301.61,0
